Lead_Origin,Lead_Source,Do_Not_Email,Do_Not_Call,Converted,TotalVisits,Total_Time_On_Website,Page_Views_Per_Visit,Last_Activity,Specialization,Current_Occupation,Search,Newspaper_Article,X_Forums,Newspaper,Digital_Advertisement,Through_Recommendations,City,Free_Copy,Last_Notable_Activity
Landing_Page_Submission,Direct_Traffic,No,No,0,3,1678,1.5,Page_Visited_on_Website,Operations_Management,Unemployed,No,No,No,No,No,No,Tier_II_Cities,Yes,Page_Visited_on_Website
API,Organic_Search,No,No,0,7,215,7,Olark_Chat_Conversation,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Olark_Chat_Conversation
Landing_Page_Submission,Direct_Traffic,No,No,0,5,901,5,SMS_Sent,Media_and_Advertising,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
API,Olark_Chat,No,No,1,0,0,0,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
API,Olark_Chat,No,No,1,0,0,0,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,No,0,2,379,2,Email_Opened,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Other_Cities_of_Maharashtra,Yes,Email_Opened
Landing_Page_Submission,Google,No,No,1,6,1251,2,Page_Visited_on_Website,Marketing_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Olark_Chat,No,No,1,2,166,1,Email_Opened,Finance_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,No,1,7,970,2.33,Email_Opened,Finance_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,No,1,2,1521,2,SMS_Sent,Operations_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,No,0,3,163,1.5,Email_Opened,Travel_and_Tourism,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Google,No,No,0,2,306,2,Email_Link_Clicked,Banking_Investment_And_Insurance,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,Yes,No,0,2,1064,2,Email_Bounced,Services_Excellence,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Lead_Add_Form,Reference,No,No,1,3,940,2,Email_Opened,Marketing_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Organic_Search,No,No,0,5,176,2.5,Email_Opened,Marketing_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,Yes,No,0,2,453,2,Email_Bounced,Travel_and_Tourism,Unemployed,No,No,No,No,No,No,Other_Cities,No,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,3,1410,3,Email_Opened,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Thane_&_Outskirts,No,Email_Opened
API,Olark_Chat,No,No,0,0,0,0,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Lead_Add_Form,Reference,No,No,1,3,1431,1,Page_Visited_on_Website,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Page_Visited_on_Website
Landing_Page_Submission,Organic_Search,No,No,0,4,685,4,Page_Visited_on_Website,Travel_and_Tourism,Unemployed,No,No,No,No,No,No,Other_Metro_Cities,No,Modified
Landing_Page_Submission,Google,No,No,1,3,143,3,SMS_Sent,Human_Resource_Management,Working_Professional,No,No,No,No,No,No,Mumbai,No,SMS_Sent
Landing_Page_Submission,Google,No,No,1,2,910,2,Olark_Chat_Conversation,Supply_Chain_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,8,391,8,Page_Visited_on_Website,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Olark_Chat,No,No,0,0,0,0,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,No,0,2,1036,2,Email_Opened,Travel_and_Tourism,Unemployed,No,No,No,No,No,No,Other_Metro_Cities,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,No,1,6,1197,3,SMS_Sent,Banking_Investment_And_Insurance,Unemployed,No,No,No,No,No,No,Mumbai,Yes,SMS_Sent
API,Olark_Chat,No,No,0,0,0,0,Olark_Chat_Conversation,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Olark_Chat,Yes,No,1,0,0,0,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Google,No,No,1,2,39,2,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
Landing_Page_Submission,Google,No,No,0,5,157,5,SMS_Sent,Finance_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
Landing_Page_Submission,Organic_Search,No,No,1,5,1027,5,SMS_Sent,IT_Projects_Management,Unemployed,No,No,No,No,No,No,Other_Cities_of_Maharashtra,Yes,SMS_Sent
API,Olark_Chat,Yes,No,1,0,0,0,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
Landing_Page_Submission,Organic_Search,No,No,0,23,176,2.56,Email_Opened,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Thane_&_Outskirts,No,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,5,278,2.5,Form_Submitted_on_Website,Finance_Management,Unemployed,No,No,No,No,No,No,Other_Cities,Yes,Modified
Lead_Add_Form,Welingak_Website,No,No,1,1,69,1,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
API,Google,No,No,0,5,1449,5,Email_Opened,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
API,Google,No,No,1,4,733,4,Olark_Chat_Conversation,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Olark_Chat,No,No,0,10,293,2.5,Email_Opened,Finance_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Google,No,No,1,3,1646,3,SMS_Sent,Rural_and_Agribusiness,Unemployed,No,No,No,No,No,No,Thane_&_Outskirts,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,No,0,8,84,8,SMS_Sent,Business_Administration,Unemployed,No,No,No,No,No,No,Other_Cities_of_Maharashtra,Yes,SMS_Sent
Landing_Page_Submission,Organic_Search,No,No,0,3,215,3,Converted_to_Lead,Travel_and_Tourism,Unemployed,No,No,No,No,No,No,Other_Cities_of_Maharashtra,Yes,Modified
Landing_Page_Submission,Direct_Traffic,Yes,No,0,2,165,2,Email_Bounced,IT_Projects_Management,Unemployed,No,No,No,No,No,No,Thane_&_Outskirts,Yes,Modified
API,Olark_Chat,No,No,0,1,689,1,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
API,Organic_Search,No,No,1,4,1557,2,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
Landing_Page_Submission,Google,No,No,0,3,983,3,Email_Opened,Operations_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
API,Organic_Search,No,No,0,2,256,2,Converted_to_Lead,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Lead_Add_Form,Reference,No,No,1,0,0,0,SMS_Sent,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Google,No,No,0,2,231,2,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,No,1,3,1494,3,SMS_Sent,Business_Administration,Working_Professional,No,No,No,No,No,No,Thane_&_Outskirts,No,SMS_Sent
API,Olark_Chat,No,No,0,0,0,0,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Lead_Add_Form,Reference,No,No,1,0,0,0,Page_Visited_on_Website,Hospitality_Management,Unemployed,No,No,No,No,No,No,Thane_&_Outskirts,No,Page_Visited_on_Website
Landing_Page_Submission,Direct_Traffic,No,No,1,3,256,3,Page_Visited_on_Website,Marketing_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
API,Olark_Chat,No,No,0,0,0,0,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,No,0,2,906,2,SMS_Sent,Finance_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Organic_Search,No,No,1,19,1569,4.75,SMS_Sent,Banking_Investment_And_Insurance,Student,No,No,No,No,No,No,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Google,No,No,1,4,1375,4,SMS_Sent,IT_Projects_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
Landing_Page_Submission,Google,No,No,1,3,1127,3,SMS_Sent,IT_Projects_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
Landing_Page_Submission,Organic_Search,Yes,No,1,12,218,12,Unsubscribed,Travel_and_Tourism,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Unsubscribed
API,Organic_Search,No,No,0,4,1433,4,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,No,0,3,34,3,Email_Opened,Marketing_Management,Student,No,No,No,No,No,No,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Organic_Search,No,No,1,7,14,1.75,SMS_Sent,E-COMMERCE,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,No,0,12,1354,6,Email_Opened,Media_and_Advertising,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Organic_Search,No,No,0,4,1622,4,Email_Opened,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
API,Olark_Chat,No,No,0,0,0,0,Olark_Chat_Conversation,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,3,65,3,Email_Opened,Business_Administration,Unemployed,No,No,No,No,No,No,Other_Cities_of_Maharashtra,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,No,1,4,1300,4,SMS_Sent,Finance_Management,Working_Professional,No,No,No,No,No,No,Other_Cities_of_Maharashtra,Yes,SMS_Sent
Landing_Page_Submission,Organic_Search,No,No,0,6,114,6,Page_Visited_on_Website,IT_Projects_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
Landing_Page_Submission,Direct_Traffic,Yes,No,0,2,18,2,Email_Bounced,IT_Projects_Management,Unemployed,No,No,No,No,No,No,Other_Cities_of_Maharashtra,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,No,1,2,1017,2,SMS_Sent,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Other_Cities,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,No,0,2,1417,2,SMS_Sent,Media_and_Advertising,Unemployed,No,No,No,No,No,No,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,No,0,3,283,3,Email_Opened,Banking_Investment_And_Insurance,Unemployed,No,No,No,No,No,No,Other_Cities,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,No,0,4,308,4,SMS_Sent,Healthcare_Management,Unemployed,No,No,No,No,No,No,Other_Cities_of_Maharashtra,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,No,0,2,1122,2,Email_Opened,IT_Projects_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,Yes,No,0,4,140,4,Email_Bounced,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Bounced
Landing_Page_Submission,Google,No,No,1,11,1107,2.75,SMS_Sent,Finance_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Organic_Search,Yes,No,1,4,804,4,Unsubscribed,Marketing_Management,Unemployed,No,No,No,No,No,No,Other_Metro_Cities,Yes,Unsubscribed
API,Organic_Search,No,No,0,1,363,1,Converted_to_Lead,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,14,143,1.56,Page_Visited_on_Website,Marketing_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Page_Visited_on_Website
Landing_Page_Submission,Direct_Traffic,No,No,0,2,181,2,Email_Opened,Retail_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,Yes,No,0,1,832,1,Email_Bounced,IT_Projects_Management,Unemployed,No,No,No,No,No,No,Tier_II_Cities,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,3,1577,3,Page_Visited_on_Website,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
API,Olark_Chat,No,No,0,0,0,0,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
API,Organic_Search,No,No,0,5,22,5,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,No,0,1,500,1,Converted_to_Lead,Healthcare_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,No,1,5,469,5,SMS_Sent,Finance_Management,Unemployed,No,No,No,No,No,No,Other_Cities,Yes,SMS_Sent
Landing_Page_Submission,Google,No,No,1,7,1600,2.33,Email_Opened,Human_Resource_Management,Working_Professional,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,5,283,2.5,SMS_Sent,Marketing_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,No,1,3,1287,3,SMS_Sent,Banking_Investment_And_Insurance,Unemployed,No,No,No,No,No,No,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,No,0,2,96,2,Email_Opened,Finance_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,13,293,3.25,Page_Visited_on_Website,IT_Projects_Management,Unemployed,No,No,No,No,No,No,Other_Cities,No,Modified
Landing_Page_Submission,Google,Yes,No,0,16,462,16,Page_Visited_on_Website,IT_Projects_Management,Unemployed,No,No,No,No,No,No,Other_Cities_of_Maharashtra,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,2,145,2,Email_Opened,Operations_Management,Unemployed,No,No,No,No,No,No,Other_Metro_Cities,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,No,0,1,400,1,Converted_to_Lead,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,4,80,4,Email_Opened,Operations_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,Yes,No,1,9,1291,3,Email_Bounced,Finance_Management,Unemployed,No,No,No,No,No,No,Other_Metro_Cities,Yes,Email_Bounced
Landing_Page_Submission,Direct_Traffic,No,No,0,8,547,2.67,Converted_to_Lead,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,1,161,1,Converted_to_Lead,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Organic_Search,No,No,1,4,83,4,SMS_Sent,Others,Working_Professional,No,No,No,No,No,No,Mumbai,No,SMS_Sent
Landing_Page_Submission,Google,No,No,0,2,1371,2,SMS_Sent,Finance_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,No,0,4,436,4,Email_Opened,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Other_Cities,Yes,Email_Opened
Lead_Add_Form,Reference,No,No,1,3,1445,2,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Olark_Chat,No,No,1,0,0,0,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,No,0,2,85,2,Email_Opened,E-COMMERCE,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Organic_Search,No,No,0,7,1087,7,SMS_Sent,Operations_Management,Unemployed,No,No,No,No,No,No,Thane_&_Outskirts,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,No,1,9,1390,4.5,SMS_Sent,Marketing_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,No,1,4,1188,4,SMS_Sent,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Other_Cities_of_Maharashtra,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,Yes,No,0,2,289,2,Email_Bounced,Marketing_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,Yes,No,0,3,232,3,Email_Bounced,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,5,313,5,SMS_Sent,Business_Administration,Unemployed,No,No,No,No,No,No,Other_Metro_Cities,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,Yes,No,0,18,84,4.5,Page_Visited_on_Website,Travel_and_Tourism,Unemployed,No,No,No,No,No,No,Other_Metro_Cities,No,Modified
API,Google,No,No,0,2,140,2,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
Landing_Page_Submission,Google,Yes,No,1,6,771,6,SMS_Sent,Marketing_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,2,143,2,Converted_to_Lead,Business_Administration,Unemployed,No,No,No,No,No,No,Tier_II_Cities,Yes,Modified
Landing_Page_Submission,Google,No,No,0,8,177,4,Email_Opened,Supply_Chain_Management,Unemployed,No,No,No,No,No,No,Other_Cities,Yes,Email_Opened
API,Olark_Chat,No,No,1,0,0,0,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,No,0,7,60,7,Email_Opened,International_Business,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,Yes,No,0,7,30,7,Page_Visited_on_Website,Finance_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Page_Visited_on_Website
API,Google,No,No,0,1,493,1,Converted_to_Lead,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,Yes,No,0,1,82,1,Email_Bounced,Supply_Chain_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
Landing_Page_Submission,Google,No,No,1,5,1593,5,SMS_Sent,Marketing_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,SMS_Sent
API,Organic_Search,No,No,1,19,1377,6.33,Email_Opened,Hospitality_Management,Working_Professional,No,No,No,No,No,No,Thane_&_Outskirts,No,Email_Opened
API,Olark_Chat,No,No,1,0,0,0,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
API,Olark_Chat,No,No,0,0,0,0,Olark_Chat_Conversation,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,No,1,5,146,2.5,Olark_Chat_Conversation,Banking_Investment_And_Insurance,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
API,Olark_Chat,No,No,1,0,0,0,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,Yes,No,0,41,311,1.14,Page_Visited_on_Website,Retail_Management,Unemployed,No,No,No,No,No,No,Other_Cities,No,Page_Visited_on_Website
Landing_Page_Submission,Direct_Traffic,No,No,0,14,1595,14,Email_Opened,Travel_and_Tourism,Unemployed,No,No,No,No,No,No,Thane_&_Outskirts,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,Yes,No,0,5,946,2.5,Page_Visited_on_Website,Retail_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
Landing_Page_Submission,Direct_Traffic,Yes,No,0,6,134,6,Page_Visited_on_Website,Operations_Management,Unemployed,No,No,No,No,No,No,Tier_II_Cities,No,Modified
Landing_Page_Submission,Organic_Search,No,No,1,3,830,3,Email_Opened,Operations_Management,Unemployed,No,No,No,No,No,No,Thane_&_Outskirts,No,Email_Opened
Lead_Add_Form,Reference,No,No,0,0,0,0,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
API,Olark_Chat,No,No,1,0,0,0,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
API,Google,No,No,0,2,125,2,Converted_to_Lead,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Referral_Sites,No,No,0,54,1280,4.5,SMS_Sent,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,SMS_Sent
API,Olark_Chat,No,No,0,0,0,0,Olark_Chat_Conversation,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,No,1,3,317,1.5,SMS_Sent,IT_Projects_Management,Unemployed,No,No,No,No,No,No,Other_Metro_Cities,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,No,1,2,1207,2,SMS_Sent,Supply_Chain_Management,Working_Professional,No,No,No,No,No,No,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Google,No,No,0,5,215,5,SMS_Sent,Media_and_Advertising,Unemployed,No,No,No,No,No,No,Mumbai,Yes,SMS_Sent
API,Google,No,No,0,7,171,3.5,Page_Visited_on_Website,Supply_Chain_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Page_Visited_on_Website
Landing_Page_Submission,Direct_Traffic,No,No,0,4,1441,2,Page_Visited_on_Website,Travel_and_Tourism,Unemployed,No,No,No,No,No,No,Other_Metro_Cities,No,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,2,248,2,Page_Visited_on_Website,IT_Projects_Management,Unemployed,No,No,No,No,No,No,Other_Cities,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,3,338,3,Email_Opened,Operations_Management,Unemployed,No,No,No,No,No,No,Other_Cities,Yes,Email_Opened
API,Olark_Chat,No,No,0,0,0,0,Olark_Chat_Conversation,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Google,No,No,1,3,887,1,SMS_Sent,Human_Resource_Management,Working_Professional,No,No,No,No,No,No,Mumbai,No,SMS_Sent
Landing_Page_Submission,Google,No,No,1,5,1269,2.5,Email_Opened,Business_Administration,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Email_Opened
API,Olark_Chat,No,No,0,0,0,0,Olark_Chat_Conversation,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Olark_Chat,No,No,1,0,0,0,Email_Opened,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
API,Organic_Search,No,No,0,3,85,3,Converted_to_Lead,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Olark_Chat,No,No,1,0,0,0,SMS_Sent,Marketing_Management,Unemployed,No,No,No,No,No,No,Other_Cities,No,SMS_Sent
API,Organic_Search,No,No,0,2,72,2,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
API,Direct_Traffic,No,No,0,1,389,1,Converted_to_Lead,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Direct_Traffic,No,No,0,4,120,4,Olark_Chat_Conversation,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,9,1637,9,Email_Opened,Operations_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,No,0,7,3,7,SMS_Sent,International_Business,Unemployed,No,No,No,No,No,No,Other_Cities_of_Maharashtra,Yes,SMS_Sent
API,Direct_Traffic,No,No,1,5,970,5,SMS_Sent,Travel_and_Tourism,Working_Professional,No,No,No,No,No,No,Other_Cities,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,No,1,2,981,2,Email_Opened,Operations_Management,Unemployed,No,No,No,No,No,No,Other_Cities,No,Modified
API,Olark_Chat,No,No,1,0,0,0,SMS_Sent,Operations_Management,Working_Professional,No,No,No,No,No,No,Mumbai,No,SMS_Sent
API,Olark_Chat,No,No,1,0,0,0,SMS_Sent,Marketing_Management,Working_Professional,No,No,No,No,No,No,Mumbai,No,SMS_Sent
Landing_Page_Submission,Google,No,No,0,2,842,2,Email_Opened,Marketing_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,2,231,2,Page_Visited_on_Website,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
Landing_Page_Submission,Direct_Traffic,Yes,No,0,5,232,5,Email_Bounced,IT_Projects_Management,Unemployed,No,No,No,No,No,No,Other_Metro_Cities,Yes,Modified
API,Organic_Search,No,No,0,2,271,2,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,No,0,4,210,2,Email_Opened,Operations_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,No,0,4,276,4,Email_Opened,IT_Projects_Management,Unemployed,Yes,No,No,No,No,No,Mumbai,No,Email_Opened
API,Olark_Chat,No,No,0,0,0,0,Olark_Chat_Conversation,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
API,Olark_Chat,No,No,0,0,0,0,Email_Opened,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
Lead_Add_Form,Reference,No,No,1,0,0,0,Email_Opened,IT_Projects_Management,Working_Professional,No,No,No,No,No,No,Mumbai,No,Email_Opened
API,Olark_Chat,No,No,0,0,0,0,Olark_Chat_Conversation,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,No,0,2,64,2,Email_Opened,Marketing_Management,Unemployed,No,No,No,No,No,No,Thane_&_Outskirts,Yes,Email_Opened
API,Olark_Chat,No,No,0,0,0,0,Olark_Chat_Conversation,Others,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
Lead_Add_Form,Reference,No,No,0,0,0,0,Email_Opened,Media_and_Advertising,Unemployed,No,No,No,No,No,No,Mumbai,No,Email_Opened
API,Olark_Chat,No,No,1,0,0,0,SMS_Sent,Operations_Management,Working_Professional,No,No,No,No,No,No,Mumbai,No,SMS_Sent
API,Olark_Chat,No,No,1,0,0,0,SMS_Sent,Operations_Management,Working_Professional,No,No,No,No,No,No,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,No,0,5,430,1.67,Form_Submitted_on_Website,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Mumbai,Yes,Modified
Lead_Add_Form,Reference,No,No,1,0,0,0,Email_Opened,Human_Resource_Management,Unemployed,No,No,No,No,No,No,Mumbai,No,Modified
